Date;Download;Upload;Ping
2020/10/12 08:45:24;89.38;89.33;4.75
2020/10/12 08:50:24;89.33;89.54;4.38
2020/10/12 08:55:25;89.39;89.74;4.12
2020/10/12 09:00:25;88.55;89.84;4.57
2020/10/12 09:05:25;89.11;89.45;4.53
2020/10/12 09:10:24;89.38;87.75;4.15
2020/10/12 09:15:24;89.06;89.66;4.66
2020/10/12 09:20:24;89.29;89.66;4.12
2020/10/12 09:25:24;89.17;89.48;4.67
2020/10/12 09:30:24;89.24;89.44;4.12
2020/10/12 09:35:25;89.39;89.82;4.17
2020/10/12 09:40:25;89.31;89.51;4.18
2020/10/12 09:45:24;89.38;89.71;4.37
2020/10/12 09:50:25;89.25;89.32;4.31
2020/10/12 09:55:24;89.28;89.3;4.78
2020/10/12 10:00:24;88.82;89.81;4.43
2020/10/12 10:05:24;89.35;89.49;4.15
2020/10/12 10:10:25;89.23;89.26;4.19
2020/10/12 10:15:25;89.33;89.75;4.1
2020/10/12 10:20:25;89.15;89.3;4.74
2020/10/12 10:25:25;88.81;89.71;4.21
2020/10/12 10:30:24;89.26;89.46;4.35
2020/10/12 10:35:24;89.23;89.34;5.17
2020/10/12 10:40:24;89.23;89.7;4.24
2020/10/12 10:45:25;89.19;87.43;4.51
2020/10/12 10:50:25;88.96;88.96;4.76
2020/10/12 10:55:25;89.07;88.91;4.24
2020/10/12 11:00:25;89.17;88.82;4.73
2020/10/12 11:05:25;89.25;89.18;4.31
2020/10/12 11:10:25;89.06;88.92;4.72
2020/10/12 11:15:24;89.18;89.41;4.25
2020/10/12 11:20:24;89.28;89.42;4.25
2020/10/12 11:25:24;88.23;88.66;4.4
2020/10/12 11:30:25;89.02;88.89;4.65
2020/10/12 11:35:25;89.32;88.71;4.21
2020/10/12 11:40:25;88.6;87.84;4.67
2020/10/12 11:45:24;89.17;89.19;4.19
2020/10/12 11:50:25;89.04;89.31;4.32
2020/10/12 11:55:25;89.03;88.87;4.33
2020/10/12 12:00:25;89.12;89.06;5.26
2020/10/12 12:05:25;89.26;88.91;4.26
2020/10/12 12:10:24;89.2;89.39;4.39
2020/10/12 12:15:24;89.29;89.4;4.18
2020/10/12 12:20:24;89.21;89.72;4.81
2020/10/12 12:25:25;89.1;89.31;4.37
2020/10/12 12:30:25;85.96;89.59;4.28
2020/10/12 12:35:25;89.17;89.33;4.34
2020/10/12 12:40:24;87.59;89.31;4.24
2020/10/12 12:45:24;85.8;89.72;4.36
2020/10/12 12:50:24;88.61;89.41;4.55
2020/10/12 12:55:25;86.23;89.37;4.22
2020/10/12 13:00:25;86.65;89.52;4.76
2020/10/12 13:05:24;89.06;89.47;4.42
2020/10/12 13:10:24;89.35;89.62;4.23
2020/10/12 13:15:24;89.36;89.53;4.26
2020/10/12 13:20:24;89.37;89.55;4.25
2020/10/12 13:25:25;89.18;89.57;4.23
2020/10/12 13:30:25;89.1;89.39;4.9
2020/10/12 13:35:25;87.11;89.31;4.12
2020/10/12 13:40:25;89.41;89.7;4.51
2020/10/12 13:45:25;88.82;89.49;4.3
2020/10/12 13:50:25;87.72;89.31;4.73
2020/10/12 13:55:25;89.02;89.71;4.18
2020/10/12 14:00:26;77.04;89.48;5.66
2020/10/12 14:05:25;87.31;89.5;4.3
2020/10/12 14:10:25;85.42;89.7;4.48
2020/10/12 14:15:24;88.89;89.23;4.14
2020/10/12 14:20:24;88.55;89.73;4.19
2020/10/12 14:25:24;87.85;89.48;5.45
2020/10/12 14:30:24;89.01;89.76;4.19
2020/10/12 14:35:25;89.31;89.43;4.18
2020/10/12 14:40:25;88.35;89.8;4.73
2020/10/12 14:45:25;86.39;89.41;4.6
2020/10/12 14:50:25;89.35;89.52;4.32
2020/10/12 14:55:25;87.92;89.46;4.9
2020/10/12 15:00:24;87.95;89.47;4.56
2020/10/12 15:05:24;88.23;89.5;4.45
2020/10/12 15:10:25;88.98;89.23;4.44
2020/10/12 15:15:25;89.39;89.21;4.25
2020/10/12 15:20:25;89.3;89.6;4.57
2020/10/12 15:25:25;89.17;89.43;4.22
2020/10/12 15:30:25;89.35;89.53;4.26
2020/10/12 15:35:24;89.31;89.49;4.29
2020/10/12 15:40:25;89.03;89.32;5.02
2020/10/12 15:45:24;89.37;89.62;4.34
2020/10/12 15:50:25;89.13;89.66;4.64
2020/10/12 15:55:25;89.35;89.54;4.87
2020/10/12 16:00:25;86.47;89.38;4.72
2020/10/12 16:05:25;89.36;89.68;4.3
2020/10/12 16:10:24;89.16;89.41;4.21
2020/10/12 16:15:24;89.18;89.73;4.2
2020/10/12 16:20:24;88.79;86.88;4.2
2020/10/12 16:25:24;89.0;89.57;4.27
2020/10/12 16:30:25;89.36;89.34;4.28
2020/10/12 16:35:25;89.33;89.68;4.19
2020/10/12 16:40:25;89.3;89.55;4.43
2020/10/12 16:45:24;88.6;89.87;4.7
2020/10/12 16:50:24;89.1;89.53;4.33
2020/10/12 16:55:25;89.25;89.42;4.2
2020/10/12 17:00:25;89.06;89.45;4.55
2020/10/12 17:05:25;89.32;89.72;4.33
2020/10/12 17:10:25;89.32;89.6;4.28
2020/10/12 17:15:24;89.07;89.65;4.48
2020/10/12 17:20:24;89.28;89.09;4.55
2020/10/12 17:25:24;88.92;89.48;4.39
2020/10/12 17:30:24;88.77;89.45;4.52
2020/10/12 17:35:24;89.2;89.74;4.2
2020/10/12 17:40:25;89.14;89.31;4.33
2020/10/12 17:45:24;89.15;89.72;4.37
2020/10/12 17:50:25;89.29;89.85;4.36
2020/10/12 17:55:25;89.34;89.33;4.22
2020/10/12 18:00:25;88.8;89.79;4.46
2020/10/12 18:05:24;89.31;89.22;4.3
2020/10/12 18:10:24;89.4;89.81;4.12
2020/10/12 18:15:25;89.25;89.37;4.18
2020/10/12 18:20:25;89.12;89.65;4.43
2020/10/12 18:25:25;89.15;89.57;4.74
2020/10/12 18:30:25;89.24;89.58;4.3
2020/10/12 18:35:24;89.31;89.65;4.46
2020/10/12 18:40:24;89.21;89.24;4.38
2020/10/12 18:45:24;89.23;89.53;4.41
2020/10/12 18:50:24;88.51;89.01;4.79
2020/10/12 18:55:25;89.32;89.7;4.46
2020/10/12 19:00:25;89.42;89.4;4.64
2020/10/12 19:05:25;89.32;89.35;4.34
2020/10/12 19:10:25;89.44;89.28;4.26
2020/10/12 19:15:24;89.08;89.45;4.14
2020/10/12 19:20:25;88.56;89.37;4.86
2020/10/12 19:25:25;89.29;89.56;4.16
2020/10/12 19:30:24;88.91;89.41;4.32
2020/10/12 19:35:24;89.12;89.79;4.27
2020/10/12 19:40:25;88.54;89.73;5.59
2020/10/12 19:45:25;89.21;89.56;4.3
2020/10/12 19:50:25;89.32;89.35;4.48
2020/10/12 19:55:25;89.33;89.65;4.3
2020/10/12 20:00:25;88.97;89.47;4.8
2020/10/12 20:05:24;89.05;89.3;4.5
2020/10/12 20:10:24;89.33;89.56;4.19
2020/10/12 20:15:25;82.08;89.55;4.19
2020/10/12 20:20:25;89.08;89.42;4.4
2020/10/12 20:25:24;89.07;89.65;4.27
2020/10/12 20:30:24;88.62;89.56;4.61
2020/10/12 20:35:25;88.06;89.51;4.18
2020/10/12 20:40:25;87.94;89.34;4.36
2020/10/12 20:45:25;88.32;89.6;4.33
2020/10/12 20:50:25;86.22;89.75;4.17
2020/10/12 20:55:25;89.21;89.76;4.84
2020/10/12 21:00:24;89.15;89.37;4.44
2020/10/12 21:05:24;89.34;89.58;4.29
2020/10/12 21:10:25;89.35;89.58;4.62
2020/10/12 21:15:25;89.15;89.57;4.3
2020/10/12 21:20:25;89.35;89.52;4.35
2020/10/12 21:25:25;89.1;89.6;4.59
2020/10/12 21:30:25;89.23;89.62;4.55
2020/10/12 21:35:25;89.25;89.17;4.29
2020/10/12 21:40:25;88.81;89.58;4.41
2020/10/12 21:45:25;88.76;89.64;4.98
2020/10/12 21:50:25;88.68;89.73;4.52
2020/10/12 21:55:24;89.27;89.74;4.46
2020/10/12 22:00:24;88.67;89.15;4.27
2020/10/12 22:05:24;89.38;89.63;4.65
2020/10/12 22:10:25;89.01;89.43;5.67
2020/10/12 22:15:25;89.1;89.47;4.68
2020/10/12 22:20:25;88.6;89.32;4.44
2020/10/12 22:25:25;89.28;89.39;4.32
2020/10/12 22:30:25;89.31;89.39;4.77
2020/10/12 22:35:25;88.64;89.19;4.45
2020/10/12 22:40:25;89.3;89.42;4.77
2020/10/12 22:45:25;89.27;89.38;4.38
2020/10/12 22:50:25;89.33;89.66;4.84
2020/10/12 22:55:25;89.07;89.68;4.42
2020/10/12 23:00:24;88.92;89.52;4.96
2020/10/12 23:05:24;89.32;89.81;4.27
2020/10/12 23:10:24;89.3;89.48;4.27
2020/10/12 23:15:24;88.85;89.67;4.61
2020/10/12 23:20:24;88.76;89.53;5.15
2020/10/12 23:25:25;88.78;89.69;4.25
2020/10/12 23:30:25;89.41;89.44;4.6
2020/10/12 23:35:25;89.32;89.68;4.37
2020/10/12 23:40:24;89.27;89.54;4.39
2020/10/12 23:45:24;88.58;89.36;4.94
2020/10/12 23:50:24;89.37;89.07;4.44
2020/10/12 23:55:25;89.1;89.8;4.25
2020/10/13 00:00:25;88.83;89.65;5.68
2020/10/13 00:05:25;89.08;89.25;4.55
2020/10/13 00:10:24;89.43;89.79;4.49
2020/10/13 00:15:24;88.91;88.97;4.75
2020/10/13 00:20:24;89.09;89.76;4.9
2020/10/13 00:25:24;89.27;89.61;4.76
2020/10/13 00:30:24;89.24;89.49;4.22
2020/10/13 00:35:25;89.15;89.49;4.32
2020/10/13 00:40:25;89.31;89.63;4.19
2020/10/13 00:45:25;89.08;89.44;4.78
2020/10/13 00:50:24;89.39;89.51;4.23
2020/10/13 00:55:25;89.22;89.72;4.17
2020/10/13 01:00:24;89.36;89.24;4.12
2020/10/13 01:05:24;89.31;89.78;4.27
2020/10/13 01:10:24;89.39;89.29;4.32
2020/10/13 01:15:25;88.87;86.71;4.45
2020/10/13 01:20:25;89.37;89.07;4.17
2020/10/13 01:25:25;89.19;89.65;4.29
2020/10/13 01:30:25;89.38;89.63;4.19
2020/10/13 01:35:25;89.25;89.51;5.07
2020/10/13 01:40:24;89.37;89.18;4.39
2020/10/13 01:45:24;89.37;89.42;4.32
2020/10/13 01:50:25;89.19;89.66;4.25
2020/10/13 01:55:25;89.26;89.3;4.31
2020/10/13 02:00:26;88.74;89.18;5.0
2020/10/13 02:05:25;89.43;89.64;4.31
2020/10/13 02:10:24;89.24;89.34;4.18
2020/10/13 02:15:24;89.34;89.21;4.18
2020/10/13 02:20:24;88.78;89.61;4.33
2020/10/13 02:25:25;89.06;89.64;4.72
2020/10/13 02:30:24;89.23;89.66;4.2
2020/10/13 02:35:24;89.31;89.75;4.26
2020/10/13 02:40:24;89.37;89.76;4.25
2020/10/13 02:45:25;89.23;89.63;4.21
2020/10/13 02:50:25;88.77;89.67;4.18
2020/10/13 02:55:25;89.35;89.75;4.18
2020/10/13 03:00:25;88.04;89.55;4.57
2020/10/13 03:05:25;89.31;89.66;4.17
2020/10/13 03:10:25;89.16;89.43;4.83
2020/10/13 03:15:25;89.21;89.3;4.17
2020/10/13 03:20:25;88.74;89.43;4.79
2020/10/13 03:25:25;89.36;89.72;4.32
2020/10/13 03:30:25;89.32;89.49;4.27
2020/10/13 03:35:25;89.29;89.51;4.38
2020/10/13 03:40:25;89.3;89.53;4.81
2020/10/13 03:45:25;89.35;89.52;4.18
2020/10/13 03:50:25;88.5;89.46;4.2
2020/10/13 03:55:25;89.06;89.43;4.25
2020/10/13 04:00:25;88.61;89.81;4.54
2020/10/13 04:05:25;89.34;89.69;4.38
2020/10/13 04:10:24;86.96;89.54;4.68
2020/10/13 04:15:24;89.42;89.78;4.14
2020/10/13 04:20:24;89.28;89.44;4.27
2020/10/13 04:25:24;89.22;89.54;4.57
2020/10/13 04:30:25;89.24;89.6;4.14
2020/10/13 04:35:25;89.32;89.38;4.11
2020/10/13 04:40:25;88.69;89.66;4.17
2020/10/13 04:45:25;88.63;89.81;4.2
2020/10/13 04:50:25;89.36;87.99;4.29
2020/10/13 04:55:24;89.4;89.35;4.73
2020/10/13 05:00:24;89.39;89.55;4.75
2020/10/13 05:05:24;89.34;89.77;4.23
2020/10/13 05:10:25;89.36;89.48;4.15
2020/10/13 05:15:25;89.39;89.64;4.31
2020/10/13 05:20:25;89.31;89.27;4.27
2020/10/13 05:25:24;89.29;89.57;4.23
2020/10/13 05:30:24;89.28;89.56;4.78
2020/10/13 05:35:24;88.69;89.44;4.21
2020/10/13 05:40:25;89.37;89.67;4.19
2020/10/13 05:45:25;89.32;89.75;4.29
2020/10/13 05:50:25;89.05;89.15;4.11
2020/10/13 05:55:27;89.02;89.54;4.77
2020/10/13 06:00:26;88.53;89.57;4.64
2020/10/13 06:05:24;89.36;89.59;4.21
2020/10/13 06:10:24;89.35;89.34;4.33
2020/10/13 06:15:24;89.4;89.67;4.29
2020/10/13 06:20:24;89.27;89.56;4.46
2020/10/13 06:25:24;89.33;89.81;4.26
2020/10/13 06:35:25;89.39;89.43;4.16
2020/10/13 06:40:25;89.28;89.51;5.29
2020/10/13 06:45:25;89.19;89.76;4.81
2020/10/13 06:50:25;89.23;89.65;4.14
2020/10/13 06:55:25;89.36;89.48;4.13
2020/10/13 07:00:25;89.37;89.52;4.31
2020/10/13 07:05:25;89.38;89.46;4.23
2020/10/13 07:10:25;89.28;89.16;4.78
2020/10/13 07:15:25;89.23;89.23;4.36
2020/10/13 07:20:25;87.05;89.45;4.19
2020/10/13 07:25:24;88.92;89.54;4.2
2020/10/13 07:30:25;89.26;89.38;4.69
2020/10/13 07:35:25;89.32;89.19;4.21
2020/10/13 07:40:25;89.27;89.4;4.29
2020/10/13 07:45:25;89.04;89.33;4.16
2020/10/13 07:50:25;89.17;89.42;4.21
2020/10/13 07:55:25;89.35;89.48;4.31
2020/10/13 08:00:24;88.59;88.97;4.78
2020/10/13 08:05:25;89.33;89.74;4.31
2020/10/13 08:10:24;89.31;89.75;4.25
2020/10/13 08:15:24;88.61;89.65;4.56
2020/10/13 08:20:24;89.32;89.59;4.25
2020/10/13 08:25:25;89.33;89.56;4.24
2020/10/13 08:30:25;89.32;89.64;4.12
2020/10/13 08:35:25;88.96;89.4;4.47
2020/10/13 08:40:24;89.32;89.66;4.47
2020/10/13 08:45:24;89.3;89.61;4.22
2020/10/13 08:50:24;89.37;89.6;4.23
2020/10/13 08:55:25;89.15;89.34;4.2
2020/10/13 09:00:25;88.18;89.39;4.62
2020/10/13 09:05:25;88.91;89.39;4.12
2020/10/13 09:10:25;88.5;89.68;4.32
2020/10/13 09:15:24;89.31;89.7;4.22
2020/10/13 09:20:24;88.81;89.54;4.11
2020/10/13 09:25:24;89.32;89.66;4.15
2020/10/13 09:30:25;88.64;89.52;4.68
2020/10/13 09:35:25;89.43;89.71;4.17
2020/10/13 09:40:25;89.3;89.41;4.27
2020/10/13 09:45:25;89.19;89.7;4.21
2020/10/13 09:50:25;86.93;89.57;4.22
2020/10/13 09:55:25;89.24;89.4;4.53
2020/10/13 10:00:28;78.19;89.44;5.65
2020/10/13 10:05:24;89.26;89.58;4.36
2020/10/13 10:10:24;89.01;89.59;4.53
2020/10/13 10:15:24;89.26;89.37;4.24
2020/10/13 10:20:24;89.34;89.41;4.2
2020/10/13 10:25:24;89.44;89.61;4.3
2020/10/13 10:30:25;89.03;89.41;4.52
2020/10/13 10:35:25;89.29;89.64;4.35
2020/10/13 10:40:25;89.3;89.0;4.33
2020/10/13 10:45:25;89.27;89.63;4.18
2020/10/13 10:50:25;89.2;89.36;4.27
2020/10/13 10:55:25;88.84;89.36;4.21
2020/10/13 11:00:25;88.7;89.54;4.49
2020/10/13 11:05:25;89.18;89.63;4.23
2020/10/13 11:10:24;89.16;89.41;4.3
2020/10/13 11:15:24;89.19;89.38;4.1
2020/10/13 11:20:24;87.99;89.49;4.23
2020/10/13 11:25:24;89.17;89.53;4.27
2020/10/13 11:30:24;89.11;89.52;4.32
2020/10/13 11:35:25;89.1;89.43;4.13
2020/10/13 11:40:25;87.93;89.35;5.24
2020/10/13 11:50:25;88.3;89.6;4.65
2020/10/13 11:55:25;89.26;89.63;4.27
2020/10/13 12:00:25;89.11;89.71;4.37
2020/10/13 12:05:25;89.17;89.52;4.28
2020/10/13 12:10:24;89.24;89.62;4.13
2020/10/13 12:15:25;89.13;88.97;4.16
2020/10/13 12:20:25;89.09;89.69;4.34
2020/10/13 12:25:25;88.55;89.05;4.91
2020/10/13 12:30:25;89.16;89.56;4.7
2020/10/13 12:35:25;88.87;89.69;4.63
2020/10/13 12:40:25;89.2;89.41;4.2
2020/10/13 12:45:25;87.03;89.33;4.48
2020/10/13 12:50:25;88.8;89.45;4.18
2020/10/13 12:55:24;89.29;89.22;4.32
2020/10/13 13:00:24;89.07;89.52;4.39
2020/10/13 13:05:24;89.29;89.28;4.23
2020/10/13 13:10:25;89.14;89.58;4.56
2020/10/13 13:15:25;89.29;89.59;4.2
2020/10/13 13:20:24;88.6;89.21;4.35
2020/10/13 13:25:24;88.74;89.49;4.23
2020/10/13 13:30:24;89.21;89.44;4.26
2020/10/13 13:35:24;86.99;89.48;4.68
2020/10/13 13:40:25;89.37;89.25;4.24
2020/10/13 13:45:25;89.23;89.35;4.37
2020/10/13 13:50:24;88.81;89.57;4.27
2020/10/13 13:55:24;89.31;89.46;4.4
2020/10/13 14:00:25;86.44;89.33;6.02
2020/10/13 14:05:25;87.66;85.22;4.31
2020/10/13 14:10:25;89.12;89.63;4.64
2020/10/13 14:15:25;89.16;89.73;4.5
2020/10/13 14:20:25;85.85;89.54;4.51
2020/10/13 14:25:25;89.32;89.52;4.54
2020/10/13 14:30:25;89.21;89.71;4.32
2020/10/13 14:35:25;89.11;89.64;4.43
2020/10/13 14:40:25;89.23;89.61;4.3
2020/10/13 14:45:25;89.13;89.42;4.22
2020/10/13 14:50:25;89.37;89.58;4.25
2020/10/13 14:55:25;88.7;89.84;4.59
2020/10/13 15:00:25;89.42;89.46;4.51
2020/10/13 15:05:24;89.32;89.47;4.23
2020/10/13 15:10:24;89.35;89.56;4.24
2020/10/13 15:15:25;88.87;89.42;4.24
2020/10/13 15:20:24;88.4;89.25;4.78
2020/10/13 15:25:24;87.15;89.74;4.24
2020/10/13 15:30:24;88.73;89.51;4.5
2020/10/13 15:35:25;87.85;89.35;4.28
2020/10/13 15:40:25;88.81;89.31;4.24
2020/10/13 15:45:24;87.6;89.45;4.29
2020/10/13 15:50:24;89.26;89.46;4.17
2020/10/13 15:55:25;87.95;86.52;4.26
2020/10/13 16:00:24;88.59;89.75;5.76
2020/10/13 16:05:25;86.66;89.78;4.47
2020/10/13 16:10:24;89.27;89.44;4.24
2020/10/13 16:15:25;89.29;89.69;4.24
2020/10/13 16:20:25;89.12;89.42;4.62
2020/10/13 16:25:24;89.29;89.81;4.28
2020/10/13 16:30:24;89.41;89.51;4.43
2020/10/13 16:35:24;88.75;89.49;4.4
2020/10/13 16:40:25;89.1;89.18;4.32
2020/10/13 16:45:25;89.4;89.37;4.31
2020/10/13 16:55:24;88.7;89.3;4.24
2020/10/13 17:00:25;87.17;89.53;4.27
2020/10/13 17:05:24;89.05;89.72;4.3
2020/10/13 17:10:24;89.44;89.53;4.8
2020/10/13 17:15:25;89.16;89.74;4.25
2020/10/13 17:20:25;89.26;89.68;4.35
2020/10/13 17:25:25;89.41;89.65;4.25
2020/10/13 17:30:24;89.35;89.28;4.19
2020/10/13 17:35:24;88.99;89.75;4.49
2020/10/13 17:40:25;89.29;89.45;4.23
2020/10/13 17:45:25;89.31;89.44;4.31
2020/10/13 17:50:25;89.18;88.68;4.55
2020/10/13 17:55:25;87.65;89.7;4.97
2020/10/13 18:00:25;88.43;88.44;5.12
2020/10/13 18:05:25;88.79;89.71;4.19
2020/10/13 18:10:24;88.98;89.51;4.33
2020/10/13 18:15:24;89.24;89.76;4.31
2020/10/13 18:20:24;88.79;89.44;4.5
2020/10/13 18:25:25;88.5;89.69;4.21
2020/10/13 18:30:25;89.13;89.12;4.8
2020/10/13 18:35:25;89.32;89.79;4.2
2020/10/13 18:40:25;89.29;88.96;4.35
2020/10/13 18:45:24;89.38;89.66;4.34
2020/10/13 18:50:25;88.82;89.52;4.63
2020/10/13 18:55:25;89.0;89.58;4.32
2020/10/13 19:00:24;89.26;89.08;4.32
2020/10/13 19:05:25;89.33;89.31;4.35
2020/10/13 19:10:24;89.42;89.62;4.16
2020/10/13 19:15:25;88.83;89.76;4.21
2020/10/13 19:20:25;89.2;89.68;4.35
2020/10/13 19:25:25;88.82;89.52;4.79
2020/10/13 19:30:25;89.2;89.58;4.22
2020/10/13 19:35:25;89.44;89.61;4.19
2020/10/13 19:40:24;88.97;89.32;4.82
2020/10/13 19:45:25;89.38;89.56;4.73
2020/10/13 19:50:24;89.38;89.63;4.82
2020/10/13 19:55:24;89.38;89.49;4.39
2020/10/13 20:00:24;89.16;89.38;5.58
2020/10/13 20:05:25;89.36;89.62;4.26
2020/10/13 20:10:25;88.0;89.67;4.86
2020/10/13 20:15:25;89.24;89.33;4.5
2020/10/13 20:20:25;89.32;89.36;4.3
2020/10/13 20:25:25;88.98;89.4;4.54
2020/10/13 20:30:25;88.99;89.5;4.3
2020/10/13 20:35:25;89.15;89.29;4.56
2020/10/13 20:40:25;89.23;89.2;5.02
2020/10/13 20:45:24;89.3;89.73;4.32
2020/10/13 20:50:24;89.32;89.41;4.35
2020/10/13 20:55:24;89.02;89.43;4.95
2020/10/13 21:00:25;89.22;89.65;4.26
2020/10/13 21:05:25;89.28;89.48;4.23
2020/10/13 21:10:25;89.26;89.76;4.33
2020/10/13 21:15:24;89.17;89.24;4.47
2020/10/13 21:20:24;88.96;89.17;4.27
2020/10/13 21:25:24;89.22;89.52;4.84
2020/10/13 21:30:24;89.44;89.55;4.25
2020/10/13 21:35:25;89.18;89.26;4.12
2020/10/13 21:40:25;88.19;89.59;4.61
2020/10/13 21:45:24;88.25;82.5;4.42
2020/10/13 21:50:24;86.89;89.47;4.53
2020/10/13 21:55:25;88.85;89.25;4.41
2020/10/13 22:00:25;88.55;89.47;4.62
2020/10/13 22:05:25;89.32;89.72;4.52
2020/10/13 22:10:25;88.58;89.12;4.55
2020/10/13 22:15:25;85.37;89.21;4.46
2020/10/13 22:20:25;85.64;89.51;4.27
2020/10/13 22:25:25;84.74;89.71;4.33
2020/10/13 22:30:25;87.2;89.0;4.7
2020/10/13 22:35:25;87.66;89.43;4.32
2020/10/13 22:40:24;87.79;89.33;4.31
2020/10/13 22:45:24;87.6;89.3;5.07
2020/10/13 22:50:24;83.02;89.13;5.05
2020/10/13 22:55:25;88.5;89.23;4.56
2020/10/13 23:00:25;85.9;86.91;4.88
2020/10/13 23:05:25;87.19;89.57;4.1
2020/10/13 23:10:25;87.67;89.72;4.32
2020/10/13 23:15:25;86.72;89.51;4.44
2020/10/13 23:20:25;89.28;89.29;5.15
2020/10/13 23:25:25;87.11;89.57;4.19
2020/10/13 23:30:24;88.49;89.76;4.32
2020/10/13 23:35:25;89.19;89.32;4.55
2020/10/13 23:40:24;87.57;89.39;4.36
2020/10/13 23:45:25;83.5;89.37;4.6
2020/10/13 23:50:25;87.88;89.3;5.19
2020/10/13 23:55:25;88.16;89.46;4.46
2020/10/14 00:00:26;89.01;89.6;5.79
2020/10/14 00:05:25;82.98;89.65;4.55
2020/10/14 00:10:25;85.52;89.54;4.28
2020/10/14 00:15:24;84.64;89.7;4.67
2020/10/14 00:20:24;89.15;88.97;4.24
2020/10/14 00:25:24;88.82;89.32;4.21
2020/10/14 00:30:24;89.18;89.53;4.3
2020/10/14 00:35:24;89.18;89.24;4.3
2020/10/14 00:40:25;89.23;89.45;4.74
2020/10/14 00:45:24;89.35;89.25;4.3
2020/10/14 00:50:25;89.27;89.55;4.22
2020/10/14 00:55:25;89.24;89.86;4.26
2020/10/14 01:00:26;89.22;89.51;4.29
2020/10/14 01:05:24;89.11;89.69;4.53
2020/10/14 01:10:25;88.97;89.67;4.23
2020/10/14 01:15:25;89.25;89.01;4.17
2020/10/14 01:20:25;89.44;89.56;4.34
2020/10/14 01:25:25;88.82;89.35;4.13
2020/10/14 01:30:25;89.17;89.3;5.16
2020/10/14 01:35:25;88.99;89.86;4.37
2020/10/14 01:40:25;89.36;89.27;4.22
2020/10/14 01:45:24;89.25;89.66;4.33
2020/10/14 01:50:24;89.41;89.62;4.17
2020/10/14 01:55:25;89.28;89.32;4.51
2020/10/14 02:00:24;89.13;89.02;5.55
2020/10/14 02:05:25;89.02;89.62;4.51
2020/10/14 02:10:24;88.99;89.8;4.34
2020/10/14 02:15:25;89.15;89.65;4.29
2020/10/14 02:20:24;89.39;89.73;4.18
2020/10/14 02:25:25;89.36;89.82;4.21
2020/10/14 02:30:25;89.32;89.41;4.66
2020/10/14 02:35:25;89.36;89.22;4.08
2020/10/14 02:40:25;89.35;89.69;4.2
2020/10/14 02:45:25;88.74;89.89;4.68
2020/10/14 02:50:25;86.04;89.65;4.5
2020/10/14 02:55:25;89.2;89.38;4.27
2020/10/14 03:00:24;89.33;89.33;4.26
2020/10/14 03:05:25;89.39;89.24;4.34
2020/10/14 03:10:25;89.39;89.18;4.15
2020/10/14 03:15:25;89.25;89.52;4.13
2020/10/14 03:20:25;89.13;89.78;4.34
2020/10/14 03:25:24;89.4;89.69;4.13
2020/10/14 03:30:24;89.32;89.43;4.18
2020/10/14 03:35:24;89.06;89.41;4.78
2020/10/14 03:40:24;89.31;89.79;4.25
2020/10/14 03:45:24;89.26;89.7;4.68
2020/10/14 03:50:25;88.84;89.37;4.25
2020/10/14 03:55:25;89.25;89.68;4.28
2020/10/14 04:00:26;88.81;89.7;5.62
2020/10/14 04:05:24;89.14;89.74;4.5
2020/10/14 04:10:24;89.31;89.49;4.26
2020/10/14 04:15:25;89.34;89.59;4.25
2020/10/14 04:20:25;89.36;89.16;4.32
2020/10/14 04:25:25;89.41;89.75;4.22
2020/10/14 04:30:25;89.19;89.72;4.46
2020/10/14 04:35:25;89.43;89.57;4.14
2020/10/14 04:40:25;89.09;89.64;4.26
2020/10/14 04:45:25;89.23;89.29;4.22
2020/10/14 04:50:24;89.24;89.32;4.17
2020/10/14 04:55:25;89.04;89.4;4.18
2020/10/14 05:00:24;89.35;89.37;4.72
2020/10/14 05:05:24;89.28;89.57;4.16
2020/10/14 05:10:24;89.3;89.66;4.26
2020/10/14 05:15:25;89.14;89.49;4.28
2020/10/14 05:20:25;89.08;89.39;4.39
2020/10/14 05:25:25;89.44;89.74;4.34
2020/10/14 05:30:24;88.83;89.29;4.33
2020/10/14 05:35:24;89.28;89.74;4.19
2020/10/14 05:40:24;88.55;89.82;4.67
2020/10/14 05:45:24;89.33;89.73;4.18
2020/10/14 05:50:24;89.36;89.3;4.33
2020/10/14 05:55:25;89.38;86.4;4.56
2020/10/14 06:00:27;87.63;89.54;4.54
2020/10/14 06:05:25;89.24;89.05;4.68
2020/10/14 06:10:25;89.18;89.47;4.17
2020/10/14 06:15:25;89.2;89.6;4.03
2020/10/14 06:20:25;89.32;89.49;4.88
2020/10/14 06:25:25;89.33;89.68;4.3
2020/10/14 06:30:24;89.31;89.81;4.13
2020/10/14 06:35:25;89.23;89.65;4.67
2020/10/14 06:40:25;88.9;89.59;4.19
2020/10/14 06:45:24;89.35;89.76;4.23
2020/10/14 06:50:24;89.32;89.19;4.14
2020/10/14 06:55:25;89.2;89.66;4.22
2020/10/14 07:00:25;89.33;89.64;4.42
2020/10/14 07:05:25;88.89;89.73;4.43
2020/10/14 07:10:25;89.3;88.92;4.69
2020/10/14 07:15:24;88.89;89.53;4.33
2020/10/14 07:20:24;89.32;89.59;4.16
2020/10/14 07:25:24;88.84;89.71;4.35
2020/10/14 07:30:24;88.93;89.2;4.2
